name,room,address,city,state,zipCode,latitude,longitude,isEarlyVotingLocation,isVotingDayLocation
Bexar Street Baptist Church,Fellowship Hall,2018 S Marsalis Ave,Dallas,TX,75216,32.7212386,-96.8145749,FALSE,TRUE
Trinity Heights Talented & Gifted,"Auditorium, Room 200",1515 Lynn Haven Ave,Dallas,TX,75216,32.73232,-96.802325,FALSE,TRUE
The Union Church,"Education Bldg, Rm 4 & 6",3410 S Polk St,Dallas,TX,75224,32.636379,-96.8401516,FALSE,TRUE
Clinton P Russell Elem School,Auditorium,3031 S Beckley Ave,Dallas,TX,75224,32.70857945,-96.82390015,FALSE,TRUE
Mountain Creek Library,Auditorium,6102 Mountain Creek Pkwy,Dallas,TX,75249,32.65060905,-96.96602241,FALSE,TRUE
Bilhartz Elem School,"Gym, Rm 218A",6700 Wandt Dr,Dallas,TX,75236,32.66563085,-96.92911503,FALSE,TRUE
Leslie Stemmons Elem School,Auditorium,2727 Knoxville St,Dallas,TX,75211,32.7156409,-96.90152168,FALSE,TRUE
Palabra De Vida Church,Multi-Purpose Bldg,2550 W Illinois Ave,Dallas,TX,75233,32.7203958,-96.869772,FALSE,TRUE
Kiest Rec Center,Small Rm,3081 S Hampton Rd,Dallas,TX,75224,32.725794,-96.8571007,FALSE,TRUE
Nancy Jane Cochran Elementary,Auditorium,6000 Keeneland Pkwy,Dallas,TX,75211,32.73586715,-96.92520555,FALSE,TRUE
L O Donald Elem School,Auditorium,1218 Phinney Ave,Dallas,TX,75211,32.732462,-96.88647693,FALSE,TRUE
Lelia P Cowart Elem School,Auditorium Hallway,1515 S Ravinia Dr,Dallas,TX,75211,32.72794675,-96.86988389,FALSE,TRUE
Elmwood-El Buen Samaritano UMC,"Wesley Hall, Loyalty Rm",1315 Berkley Ave,Dallas,TX,75224,32.72433877,-96.84321662,FALSE,TRUE
Martin Weiss Rec Center,Small Rm/Ac,1111 Martindell Ave,Dallas,TX,75211,32.73430782,-96.8762152,FALSE,TRUE
Arcadia Park Elem School,Main Bldg Entry Hall,1300 N Justin Ave,Dallas,TX,75211,32.75926665,-96.91039613,FALSE,TRUE
Anson Jones Elem School,Conference Room (Front Entrance),3901 Meredith Ave,Dallas,TX,75211,32.7429706,-96.88462799,FALSE,TRUE
George Peabody Elem School,Auditorium,3101 Raydell Pl,Dallas,TX,75211,32.7428685,-96.8724854,FALSE,TRUE
Lida Hooe Elem School,Room 104,2419 Gladstone Dr,Dallas,TX,75211,32.7407332,-96.85738812,FALSE,TRUE
Winnetka Elem School,Gym,1151 S Edgefield Ave,Dallas,TX,75208,32.7341971,-96.84518083,FALSE,TRUE
John F Peeler Elem School,Library,810 S Llewellyn Ave,Dallas,TX,75208,32.7381317,-96.83041225,FALSE,TRUE
Oak Cliff Sub - Courthouse,1St Fl Lobby,410 S Beckley Ave,Dallas,TX,75203,32.74091709,-96.82292918,FALSE,TRUE
Preparing The Way Ministries,"Sanctuary, Situation Rm",2442 W Jefferson Blvd,Dallas,TX,75211,32.74742065,-96.85833905,FALSE,TRUE
Sunset High School - Annex Bldg,Room 410/411,2120 W Jefferson Blvd,Dallas,TX,75208,32.74626,-96.85436,FALSE,TRUE
John H Reagan School,"Computer Lab, #102",201 N Adams Ave,Dallas,TX,75208,32.7468386,-96.83079106,FALSE,TRUE
Stevens Park Elem School,Auditorium Foyer,2615 W Colorado Blvd,Dallas,TX,75211,32.7605907,-96.86564461,FALSE,TRUE
Rosemont Elem School/Upper Campus,Gym,719 N Montclair Ave,Dallas,TX,75208,32.75171255,-96.84689281,FALSE,TRUE
Kidd Springs Rec Center,Sm Activity Center,711 W Canty St,Dallas,TX,75208,32.7528977,-96.83537955,FALSE,TRUE
Kessler Park United Methodist Chur,Fellowship Hall,1215 Turner Ave,Dallas,TX,75208,32.76022365,-96.83971534,FALSE,TRUE
Eladio R Martinez Learning Center,Library,4500 Bernal Dr,Dallas,TX,75212,32.7868234,-96.8938192,FALSE,TRUE
Sidney Lanier Expressive Arts Vanguard,Auditorium Foyer,1400 Walmsley Ave,Dallas,TX,75208,32.76840135,-96.84412447,FALSE,TRUE
Anita Martinez Rec Center,Back Lg Rm,3212 N Winnetka Ave,Dallas,TX,75212,32.78064522,-96.83963451,FALSE,TRUE
Grauwyler Park Rec Center,Gym,7780 Harry Hines Blvd,Dallas,TX,75235,32.83221075,-96.85901836,FALSE,TRUE
Julian T. Saldivar Elem School,Foyer,9510 Brockbank Dr,Dallas,TX,75220,32.8645695,-96.87311181,FALSE,TRUE
Park Forest Branch Library,Auditorium,3421 Forest Ln,Dallas,TX,75234,32.9101007,-96.86356818,FALSE,TRUE
David G Burnet Elem School,Auditorium,3200 Kinkaid Dr,Dallas,TX,75220,32.87649425,-96.86922745,FALSE,TRUE
Boude Storey Middle School,Main Lobby,3000 Maryland Ave,Dallas,TX,75216,32.70866175,-96.81240156,FALSE,TRUE
Potters House,The Place Ball Room,6777 W Kiest Blvd,Dallas,TX,75236,32.7058036,-96.8986227,FALSE,TRUE
Mountain View College - E Bldg,East Foyer,4849 W Illinois Ave,Dallas,TX,75211,32.7266367,-96.903603,FALSE,TRUE
Cockrell Hill City Hall,Council Chambers,4125 W Clarendon Dr,Cockrell Hill,TX,75211,32.735071,-96.887819,FALSE,TRUE
Suzanna Dickinson Elem,"Music Rm, D113",1902 Palmer Trl,Grand Prairie,TX,75052,32.65488295,-97.03058587,FALSE,TRUE
Betty Warmack Library,Foyer,760 Bardin Rd,Grand Prairie,TX,75052,32.66705929,-97.01389837,FALSE,TRUE
Ruthe Jackson Center,Ball Room,3113 S Carrier Pkwy,Grand Prairie,TX,75052,32.69736515,-97.01377129,FALSE,TRUE
Daniels Academy,Front Foyer,801 Sw 19Th St,Grand Prairie,TX,75051,32.73308605,-97.03006664,FALSE,TRUE
Ellen Ochoa Stem Academy/Milam - GPISD,Project Rm,2030 Proctor Dr,Grand Prairie,TX,75051,32.7174965,-97.01270911,FALSE,TRUE
Ywla @ Arnold Middle School,Sm Gym,1204 E Marshall Dr,Grand Prairie,TX,75051,32.72183305,-96.98805755,FALSE,TRUE
Bowie Fine Arts Academy - GPISD,Teacher Work Rm,425 Alice Dr,Grand Prairie,TX,75051,32.73697635,-97.00688033,FALSE,TRUE
Charley Taylor Rec Center,Meeting Room,601 E Grand Prairie Rd,Grand Prairie,TX,75051,32.7419623,-96.9964163,FALSE,TRUE
Houston Professional Staff Development Ctr,Staff Development Side,1502 College St,Grand Prairie,TX,75050,32.7483063,-97.02392628,FALSE,TRUE
Crosswinds High School,Gym - Rm 104,1100 N Carrier Pkwy,Grand Prairie,TX,75050,32.75656085,-97.01853215,FALSE,TRUE
Travis World Language Academy,Sm Gym,525 Ne 15Th St,Grand Prairie,TX,75050,32.7517591,-96.98734799,FALSE,TRUE
Eisenhower Elementary School,Music Rm,2102 N Carrier Pkwy,Grand Prairie,TX,75050,32.76934255,-97.02219282,FALSE,TRUE
Ministerios Cielo En La Tierra,Sanctuary,3313 Gilbert Rd,Grand Prairie,TX,75050,32.81100834,-97.00254071,FALSE,TRUE
Ronald W Reagan Middle School,Main Gym,4616 Bardin Rd,Grand Prairie,TX,75052,32.66093885,-96.99415953,FALSE,TRUE
Sam Rayburn Elem School,Library,2800 Reforma Dr,Grand Prairie,TX,75052,32.7027768,-96.9895694,FALSE,TRUE
Lorenzo De Zavala Academy,Parent Room,3410 Kirby Creek Dr,Grand Prairie,TX,75052,32.68838905,-97.00704043,FALSE,TRUE
Truman Middle School,Library A126,1501 Coffeyville Trl,Grand Prairie,TX,75052,32.65419735,-97.0233634,FALSE,TRUE
Johnson (Lbj) Daep - GPISD,Main Entrance,650 Stonewall Dr,Grand Prairie,TX,75052,32.7000148,-97.0104688,FALSE,TRUE
Hector P. Garcia Elem School - GPISD,Gym,2444 Graham St,Grand Prairie,TX,75050,32.7567688,-96.9686487,FALSE,TRUE
Our Redeemer Lutheran Church - Gp,Fellowship Hall,4729 S Carrier Pkwy,Grand Prairie,TX,75052,32.6560316,-97.0049107,FALSE,TRUE
Global Leadership Academy At Bush - GPISD,Gym,511 E Springdale Ln,Grand Prairie,TX,75052,32.70232435,-96.9971607,FALSE,TRUE
Sally B Elliott Elem School,Small Gym,1900 S Story Rd,Irving,TX,75060,32.79045955,-96.97557968,FALSE,TRUE
Nimitz High School,Auditorium Foyer,100 W Oakdale Rd,Irving,TX,75060,32.7921527,-96.94664159,FALSE,TRUE
Otis Brown Elem School,Small Gym,2501 Tenth St,Irving,TX,75060,32.806009,-96.979981,FALSE,TRUE
Lamar Middle School,Small Gym,219 Crandall Rd,Irving,TX,75060,32.8126867,-96.98381156,FALSE,TRUE
Irving City Hall,Main Lobby,825 W Irving Blvd,Irving,TX,75060,32.81405105,-96.95566275,FALSE,TRUE
J O Davis Elem School,Rm 109,310 Davis Dr,Irving,TX,75061,32.8181782,-96.999079,FALSE,TRUE
L B Barton Elem School,Small Gym,2931 Conflans Rd,Irving,TX,75061,32.82277815,-96.98639464,FALSE,TRUE
Irving High School,Tiger Room,900 N O'Connor Rd,Irving,TX,75061,32.82455205,-96.94944414,FALSE,TRUE
Good Elementary School - IRISD,Library,1200 E Union Bower Rd,Irving,TX,75061,32.82202165,-96.93076813,FALSE,TRUE
David Crockett Middle School,Main Entrance,2431 Hancock St,Irving,TX,75061,32.83550915,-96.97788552,FALSE,TRUE
Lively Elem School,Front Hallway,1800 Plymouth Dr W,Irving,TX,75061,32.82997,-96.96877,FALSE,TRUE
Oak Haven United Methodist Church,Fellowship Hall,1600 N Irving Heights Dr,Irving,TX,75061,32.830561,-96.926502,FALSE,TRUE
Thomas Haley Elem School,Sm Gym,3601 Cheyenne St,Irving,TX,75062,32.85538095,-97.00148701,FALSE,TRUE
W T Hanes Elem School,Sm Gym,2730 Cheyenne St,Irving,TX,75062,32.8427524,-97.00280076,FALSE,TRUE
A S Johnston Elem School,Small Gym,2801 Rutgers Dr,Irving,TX,75062,32.8433868,-96.98436758,FALSE,TRUE
Brandenburg Elem,Small Gym,2800 Hillcrest Dr,Irving,TX,75062,32.8455609,-96.96537193,FALSE,TRUE
Macarthur High School,Dance Studio,3700 N Macarthur Blvd,Irving,TX,75062,32.8523634,-96.95676954,FALSE,TRUE
Irving Fire Station # 8,Bay,650 E Las Colinas Blvd,Irving,TX,75039,32.8685767,-96.9405056,FALSE,TRUE
Bear Creek Community Church,Breezeway,2700 Finley Rd,Irving,TX,75062,32.8503947,-96.98221964,FALSE,TRUE
T J Lee Elem School,Small Gym,1600 Carlisle St,Irving,TX,75062,32.8534179,-96.96649329,FALSE,TRUE
Travis Middle School,Gym,1600 Finley Rd,Irving,TX,75062,32.8500303,-96.96652917,FALSE,TRUE
North Lake College - F Bldg,Rm F105,5001 N Macarthur Blvd,Irving,TX,75038,32.879221,-96.963064,FALSE,TRUE
Singley Academy,Auditorium Foyer,4601 N MacArthur Blvd,Irving,TX,75038,32.868117,-96.961836,FALSE,TRUE
Sam Houston Middle School - IRISD,Aux Gym,3033 Country Club Dr W,Irving,TX,75038,32.8621,-96.9867,FALSE,TRUE
Irving Arts Center,Ste 203,3333 N Macarthur Blvd,Irving,TX,75062,32.905012,-96.958858,FALSE,TRUE
Las Colinas Elem School,Library,2200 Kinwest Pkwy,Irving,TX,75063,32.9157721,-96.97823141,FALSE,TRUE
Barbara Cardwell Career Prep,Main Hallway,101 E Union Bower Rd,Irving,TX,75061,32.821304,-96.946122,FALSE,TRUE
Mustang Park Rec Center,Large Activity Room,2223 Kinwest Pkwy,Irving,TX,75063,32.91711915,-96.97860773,FALSE,TRUE
Britain Elementary School,Small Gym,631 Edmondson Dr,Irving,TX,75060,32.8054655,-96.93937286,FALSE,TRUE
Irving Fire Station #2,Bay,1306 N Story Rd,Irving,TX,75061,32.82619396,-96.97633806,FALSE,TRUE
